month,region,property_type,avg_price,avg_rent,sales_volume,inventory,construction_permits,employment_growth,interest_rate,median_income
2022-12-01,Ottawa,Townhouse,649943.16,2871.9,910,2034,621,0.006,0.0221,92105.35
2023-01-01,Ottawa,Townhouse,650252.76,2302.76,723,1863,591,0.0062,0.0263,93640.18
2023-02-01,Ottawa,Townhouse,655017.5,2408.11,1066,1776,324,0.0045,0.0228,93394.1
2023-03-01,Ottawa,Townhouse,666222.35,3348.53,497,1866,575,0.0005,0.0293,93228.98
2023-04-01,Ottawa,Townhouse,656620.2,2784.03,964,1751,368,0.002,0.0303,95303.51
2023-05-01,Ottawa,Townhouse,670643.01,3778.04,684,1449,438,0.0093,0.0243,95737.14
2023-06-01,Ottawa,Townhouse,668545.78,3151.12,810,1467,673,-0.0004,0.0287,96030.46
2023-07-01,Ottawa,Townhouse,658362.8,2613.99,908,1198,641,-0.0032,0.0236,93805.43
2023-08-01,Ottawa,Townhouse,673289.5,3698.38,926,1093,486,0.0044,0.028,94126.81
2023-09-01,Ottawa,Townhouse,670974.81,3619.25,683,862,650,-0.002,0.0302,93871.63
2023-10-01,Ottawa,Townhouse,670901.83,2963.5,1222,679,609,0.001,0.0251,93802.26
2023-11-01,Ottawa,Townhouse,666199.47,3289.91,1062,913,535,-0.0047,0.0277,94007.07
2023-12-01,Ottawa,Townhouse,671181.17,2522.76,543,1160,488,0.002,0.0267,92347.22
2024-01-01,Ottawa,Townhouse,681422.53,2372.24,1155,1114,664,0.0024,0.0283,96820.54
2024-02-01,Ottawa,Townhouse,704391.18,2680.49,922,1144,489,0.008,0.0258,97915.85
2024-03-01,Ottawa,Townhouse,708334.82,3237.65,877,1076,396,-0.005,0.0256,98710.04
2024-04-01,Ottawa,Townhouse,702257.65,2807.73,1036,1058,569,0.0049,0.0265,96846.27
2024-05-01,Ottawa,Townhouse,712563.81,3960.95,1027,991,500,0.0075,0.0279,97710.79
2024-06-01,Ottawa,Townhouse,717961.78,2611.62,661,1149,544,0.0107,0.0262,96222.15
2024-07-01,Ottawa,Townhouse,722810.9,2481.5,1131,1157,300,0.004,0.0226,98137.8
2024-08-01,Ottawa,Townhouse,727806.36,3191.43,1029,1327,345,0.0087,0.0284,96242.19
2024-09-01,Ottawa,Townhouse,744809.63,4216.01,555,1096,464,0.0061,0.0265,97471.86
2024-10-01,Ottawa,Townhouse,774034.96,2807.62,982,1079,504,0.011,0.0259,96146.19
2024-11-01,Ottawa,Townhouse,787287.94,3761.33,428,1280,638,0.0004,0.0255,97958.62
2024-12-01,Ottawa,Townhouse,796887.51,3233.1,986,1372,621,0.0166,0.0273,97241.29
2025-01-01,Ottawa,Townhouse,799924.47,3576.12,790,1448,633,-0.0006,0.0297,100030.82
2025-02-01,Ottawa,Townhouse,800240.83,4558.01,1036,1227,223,0.0028,0.0284,100633.25
2025-03-01,Ottawa,Townhouse,787131.09,4214.89,807,1297,575,0.0003,0.0254,100418.3
2025-04-01,Ottawa,Townhouse,787585.02,3475.95,1071,1006,411,-0.0061,0.0264,98268.71
2025-05-01,Ottawa,Townhouse,791738.81,3162.78,719,1122,310,0.0068,0.024,99440.28
2025-06-01,Ottawa,Townhouse,781499.9,3729.97,980,1536,471,-0.0002,0.0266,98862.03
2025-07-01,Ottawa,Townhouse,775263.6,3714.78,1055,1486,633,0.0011,0.031,98750.86
2025-08-01,Ottawa,Townhouse,776688.41,3927.91,734,1618,338,-0.0007,0.0293,98236.24
2025-09-01,Ottawa,Townhouse,803093.41,3887.42,1092,1711,723,0.007,0.0265,98446.83
2025-10-01,Ottawa,Townhouse,805662.29,2995.26,942,1913,703,0.0121,0.0287,97743.85
2025-11-01,Ottawa,Townhouse,820401.98,3311.47,581,1965,255,0.0074,0.0241,99764.03
2025-12-01,Ottawa,Townhouse,825736.62,4073.49,748,2029,664,0.0048,0.0304,99232.28
2026-01-01,Ottawa,Townhouse,829832.37,4363.33,1080,2052,533,0.0031,0.0303,102224.92
2026-02-01,Ottawa,Townhouse,820158.6,3141.51,955,2096,492,0.0104,0.0302,102751.32
2026-03-01,Ottawa,Townhouse,853958.09,4611.63,955,1933,506,0.0026,0.0232,102094.85
2026-04-01,Ottawa,Townhouse,861553.9,4052.9,1021,1858,650,0.0018,0.0299,101614.06
2026-05-01,Ottawa,Townhouse,843716.68,4389.74,964,1908,523,-0.0033,0.0294,102024.03
2026-06-01,Ottawa,Townhouse,849412.21,5079.13,802,2074,394,-0.0051,0.0287,101409.84
2022-01-01,Vancouver,Condo,760978.87,3568.05,1322,3419,154,-0.0039,0.0255,101251.61
2022-02-01,Vancouver,Condo,783792.34,2994.2,980,3246,439,0.002,0.0237,102934.45
2022-03-01,Vancouver,Condo,784462.13,3221.83,935,3222,568,-0.0013,0.0227,102488.65
2022-04-01,Vancouver,Condo,778099.0,3087.81,579,3158,672,-0.0006,0.0251,100663.6
2022-05-01,Vancouver,Condo,788444.73,3596.22,510,3271,486,0.0005,0.0254,101001.63
2022-06-01,Vancouver,Condo,802437.58,3713.81,986,3144,758,-0.003,0.0289,103704.53
2022-07-01,Vancouver,Condo,813930.85,3446.78,1052,3042,469,-0.0014,0.0259,101101.31
2022-08-01,Vancouver,Condo,822235.2,4872.57,868,3040,185,0.0054,0.0255,101349.67
2022-09-01,Vancouver,Condo,823149.4,4068.97,747,3012,282,0.0019,0.0216,102743.02
2022-10-01,Vancouver,Condo,837331.02,3474.9,710,3073,573,0.008,0.0247,98729.91
2022-11-01,Vancouver,Condo,851175.66,4027.59,724,3091,485,-0.0019,0.0301,101788.6
2022-12-01,Vancouver,Condo,861443.7,3518.13,959,3303,320,-0.0057,0.0244,100994.91
2023-01-01,Vancouver,Condo,841954.99,2654.54,1058,3350,584,-0.0064,0.0268,105677.24
2023-02-01,Vancouver,Condo,844067.39,4182.12,613,3198,182,-0.0031,0.0297,103972.95
2023-03-01,Vancouver,Condo,842104.78,3957.33,591,3115,422,0.0055,0.0233,108034.04
2023-04-01,Vancouver,Condo,825267.42,4148.75,888,3327,599,-0.0063,0.0255,103730.15
2023-05-01,Vancouver,Condo,818552.07,4076.33,734,3051,533,0.0068,0.0262,104259.99
2023-06-01,Vancouver,Condo,829074.11,4843.42,1110,2713,592,0.0063,0.0232,103760.23
2023-07-01,Vancouver,Condo,831703.95,3521.67,782,2602,625,0.0079,0.0259,103934.0
2023-08-01,Vancouver,Condo,836369.66,2451.62,590,2462,410,-0.0034,0.0281,105043.88
2023-09-01,Vancouver,Condo,844730.87,4570.63,680,2487,431,0.0062,0.0284,104594.96
2023-10-01,Vancouver,Condo,847207.85,4607.55,894,2659,467,-0.0006,0.0232,105807.43
2023-11-01,Vancouver,Condo,855544.51,4251.2,822,2532,404,-0.0026,0.0236,105777.38
2023-12-01,Vancouver,Condo,850590.02,4514.55,664,2561,560,0.0037,0.025,101832.37
2024-01-01,Vancouver,Condo,874690.28,4948.64,952,2587,493,0.0071,0.0286,107110.56
2024-02-01,Vancouver,Condo,891042.42,3593.73,979,2396,562,0.0118,0.0255,107910.39
2024-03-01,Vancouver,Condo,894468.5,3547.68,884,2431,304,-0.0033,0.0233,107903.66
2024-04-01,Vancouver,Condo,904614.24,4070.63,838,2156,647,-0.0013,0.0264,106705.53
2024-05-01,Vancouver,Condo,890770.19,4129.66,908,2548,597,0.0097,0.0255,107451.86
2024-06-01,Vancouver,Condo,903867.87,4033.48,1201,2468,404,0.0086,0.026,107488.19
2024-07-01,Vancouver,Condo,907005.87,4445.04,901,2629,491,-0.0061,0.0257,107039.98
2024-08-01,Vancouver,Condo,928944.15,4146.89,528,2479,485,0.0095,0.0256,105205.76
2024-09-01,Vancouver,Condo,932391.82,4806.68,953,2425,329,0.0017,0.0263,106465.32
2024-10-01,Vancouver,Condo,936286.16,4130.74,1175,2468,460,0.0084,0.0262,107311.08
2024-11-01,Vancouver,Condo,943730.46,3406.92,571,2333,498,-0.0068,0.0281,109278.66
2024-12-01,Vancouver,Condo,947953.13,4383.07,856,2232,115,-0.0045,0.0272,106741.77
2025-01-01,Vancouver,Condo,955014.9,5108.82,949,1786,387,0.0148,0.0292,109052.08
2025-02-01,Vancouver,Condo,972300.23,5462.31,896,1784,612,0.0027,0.0253,110422.61
2025-03-01,Vancouver,Condo,959054.7,4080.93,596,1543,532,-0.0086,0.0284,109528.8
2025-04-01,Vancouver,Condo,948983.04,3187.49,794,1594,535,-0.0027,0.0279,109582.4
2025-05-01,Vancouver,Condo,960110.85,3690.41,739,1439,172,0.0069,0.033,109716.42
2025-06-01,Vancouver,Condo,945127.91,5587.58,1240,1549,480,0.0076,0.0261,108898.94
2025-07-01,Vancouver,Condo,938542.73,3362.74,701,1634,423,0.0035,0.0268,109017.83
2025-08-01,Vancouver,Condo,960837.06,4503.06,699,1744,611,0.0017,0.0236,110146.89
2025-09-01,Vancouver,Condo,926984.98,4318.87,820,1641,208,-0.001,0.0263,111151.62
2025-10-01,Vancouver,Condo,927070.86,3406.64,626,1647,452,0.0041,0.0299,110657.48
2025-11-01,Vancouver,Condo,953034.3,3848.76,831,1734,522,0.0028,0.0263,108391.56
2025-12-01,Vancouver,Condo,963564.68,4383.38,650,1549,402,0.01,0.0324,109346.43
2026-01-01,Vancouver,Condo,987015.4,5320.69,574,1754,405,0.0068,0.0269,111307.76
2026-02-01,Vancouver,Condo,995628.4,3390.56,1001,1701,603,0.0098,0.0291,111614.81
2026-03-01,Vancouver,Condo,983314.77,3822.88,1168,1614,511,0.0005,0.0262,112368.3
2026-04-01,Vancouver,Condo,1006154.39,4228.15,580,1668,505,0.0123,0.0289,112151.66
2026-05-01,Vancouver,Condo,1006363.28,4063.65,956,1747,696,-0.0021,0.03,111393.83
2026-06-01,Vancouver,Condo,1029763.46,5178.22,1104,1846,496,-0.0005,0.0288,111934.08
2022-01-01,Vancouver,Detached,1299788.76,4861.64,740,1536,746,0.0025,0.0217,101356.1
2022-02-01,Vancouver,Detached,1302096.31,6477.65,932,1626,511,0.0015,0.0238,101649.01
2022-03-01,Vancouver,Detached,1274897.36,3014.72,820,1638,239,0.0056,0.0273,102306.75
2022-04-01,Vancouver,Detached,1276679.8,4929.99,870,1582,496,-0.0019,0.0265,101468.32
2022-05-01,Vancouver,Detached,1269124.17,6446.27,873,1532,574,0.0066,0.0245,101147.6
2022-06-01,Vancouver,Detached,1246288.58,5462.78,967,1433,538,0.0042,0.0219,102093.5
2022-07-01,Vancouver,Detached,1262866.73,5656.07,850,1375,633,-0.0012,0.0236,101280.71
2022-08-01,Vancouver,Detached,1297459.44,6239.86,718,1431,636,0.0071,0.0243,102496.15
2022-09-01,Vancouver,Detached,1343006.08,5218.91,977,1391,510,0.0046,0.0267,102824.67
2022-10-01,Vancouver,Detached,1321103.11,5186.15,621,1666,693,-0.0039,0.026,102316.87
2022-11-01,Vancouver,Detached,1303243.0,6230.79,245,1474,571,-0.0046,0.0269,100908.64
2022-12-01,Vancouver,Detached,1321774.5,7232.65,941,1258,350,-0.0024,0.0262,100827.96
2023-01-01,Vancouver,Detached,1281917.45,4914.43,742,1420,639,-0.0121,0.0225,104404.64
2023-02-01,Vancouver,Detached,1303935.77,5682.57,940,1417,343,0.0082,0.0254,103894.65
2023-03-01,Vancouver,Detached,1290393.5,4414.97,1159,1486,535,0.002,0.021,105846.14
2023-04-01,Vancouver,Detached,1319530.34,5458.86,733,1492,528,-0.0012,0.0254,106452.38
2023-05-01,Vancouver,Detached,1337873.26,5457.68,1082,1643,636,0.0041,0.0265,106164.67
2023-06-01,Vancouver,Detached,1342866.84,6562.17,1022,1635,629,0.001,0.0242,106465.57
2023-07-01,Vancouver,Detached,1333853.89,6652.18,991,1592,412,0.0014,0.0234,105268.17
2023-08-01,Vancouver,Detached,1309916.45,6175.46,729,1535,402,0.0006,0.0264,104441.36
2023-09-01,Vancouver,Detached,1294750.09,6996.1,696,1446,514,-0.0012,0.026,102813.58
2023-10-01,Vancouver,Detached,1262967.91,6646.88,640,1289,331,0.0012,0.0274,104217.53
2023-11-01,Vancouver,Detached,1265933.23,4797.97,772,1139,507,-0.0052,0.0244,104008.1
2023-12-01,Vancouver,Detached,1260630.07,6134.81,694,1514,489,0.0022,0.0242,103525.83
2024-01-01,Vancouver,Detached,1269357.89,7239.91,759,1482,424,-0.0056,0.0262,108958.07
2024-02-01,Vancouver,Detached,1267779.04,7253.74,686,1397,725,0.0013,0.0301,106754.77
2024-03-01,Vancouver,Detached,1268528.0,3395.54,789,1452,442,-0.0006,0.0291,105618.83
2024-04-01,Vancouver,Detached,1278308.39,3960.9,809,1463,648,0.0049,0.0235,106150.04
2024-05-01,Vancouver,Detached,1232233.32,5031.16,770,1451,692,-0.0056,0.0268,106625.55
2024-06-01,Vancouver,Detached,1201376.29,5725.1,819,1485,674,-0.0005,0.0275,106909.3
2024-07-01,Vancouver,Detached,1189578.48,6587.4,1058,1507,369,-0.0097,0.027,106718.49
2024-08-01,Vancouver,Detached,1194333.25,4769.53,630,1565,485,-0.0011,0.0264,105320.89
2024-09-01,Vancouver,Detached,1209236.9,6688.68,1061,1805,606,0.008,0.029,106816.15
2024-10-01,Vancouver,Detached,1212635.41,6259.44,965,2052,436,-0.0039,0.0266,109163.61
2024-11-01,Vancouver,Detached,1195490.22,3658.5,1350,1859,387,0.0122,0.0268,108213.58
2024-12-01,Vancouver,Detached,1188908.7,5543.52,1163,1632,470,-0.0072,0.0262,108462.55
2025-01-01,Vancouver,Detached,1183363.8,5727.47,1113,1752,448,0.0002,0.0281,108084.7
2025-02-01,Vancouver,Detached,1190899.03,5202.33,1099,2054,429,0.0021,0.0258,109262.0
2025-03-01,Vancouver,Detached,1192934.61,5968.63,1223,2136,639,0.0062,0.0273,108905.71
2025-04-01,Vancouver,Detached,1123509.42,4448.51,1171,2080,781,-0.0088,0.0299,110239.34
2025-05-01,Vancouver,Detached,1128317.23,3928.39,976,2095,371,-0.0006,0.0304,109492.15
2025-06-01,Vancouver,Detached,1139033.38,5849.91,748,1935,295,0.0033,0.0268,109921.75
2025-07-01,Vancouver,Detached,1159648.2,4735.58,405,1950,519,0.0038,0.0272,110289.4
2025-08-01,Vancouver,Detached,1190730.95,2640.89,967,1955,461,-0.0075,0.0277,108093.33
2025-09-01,Vancouver,Detached,1164322.21,4465.31,699,1705,391,-0.0025,0.0277,111125.74
2025-10-01,Vancouver,Detached,1178993.87,4249.95,785,1825,648,-0.0033,0.0331,107911.39
2025-11-01,Vancouver,Detached,1203787.01,5833.07,1019,1562,619,0.0104,0.0256,110890.84
2025-12-01,Vancouver,Detached,1223938.83,6770.71,802,1801,546,0.0014,0.0285,109942.08
2026-01-01,Vancouver,Detached,1228206.37,5601.99,1094,1742,395,0.0086,0.0265,110505.04
2026-02-01,Vancouver,Detached,1240146.88,4623.12,593,1999,440,0.0026,0.0294,111521.71
2026-03-01,Vancouver,Detached,1244923.97,5437.52,664,2041,200,-0.0082,0.025,113171.82
2026-04-01,Vancouver,Detached,1272559.82,4431.67,926,2122,361,0.005,0.0261,110134.5
2026-05-01,Vancouver,Detached,1318110.99,6309.94,867,1910,640,0.0137,0.0279,113654.47
2026-06-01,Vancouver,Detached,1330407.15,7028.99,1098,1789,486,0.0053,0.0265,110883.95
2022-01-01,Vancouver,Townhouse,953781.06,3855.44,844,2589,637,-0.0005,0.0253,102388.0
2022-02-01,Vancouver,Townhouse,966414.07,4213.39,1146,2383,623,0.0039,0.0245,101657.66
2022-03-01,Vancouver,Townhouse,967687.14,4336.97,793,2189,473,0.0023,0.0273,100999.64
2022-04-01,Vancouver,Townhouse,983961.31,5021.28,806,2497,706,0.0,0.0259,102600.89
2022-05-01,Vancouver,Townhouse,1011498.27,5982.82,894,2520,490,0.0026,0.0237,102570.67
2022-06-01,Vancouver,Townhouse,1043640.96,6491.23,862,2546,206,0.0082,0.0237,102310.8
2022-07-01,Vancouver,Townhouse,1081229.74,4104.52,1079,2605,539,0.0101,0.0273,99688.23
2022-08-01,Vancouver,Townhouse,1077027.85,5406.19,756,2706,666,0.0031,0.027,101300.95
2022-09-01,Vancouver,Townhouse,1077332.8,3149.67,546,2833,321,-0.0041,0.027,103269.59
2022-10-01,Vancouver,Townhouse,1089775.24,4846.43,1364,2822,492,-0.005,0.0242,102586.73
2022-11-01,Vancouver,Townhouse,1103377.93,5382.46,655,2877,417,-0.0061,0.0251,101743.99
2022-12-01,Vancouver,Townhouse,1110048.1,5139.83,1016,2870,557,0.0068,0.0229,101488.96
2023-01-01,Vancouver,Townhouse,1117965.41,4293.31,1181,2923,221,0.0011,0.0275,104193.93
2023-02-01,Vancouver,Townhouse,1085841.1,4195.37,1157,2936,603,-0.0012,0.0274,104227.53
2023-03-01,Vancouver,Townhouse,1090297.28,6666.05,904,2849,476,0.0043,0.023,104567.02
2023-04-01,Vancouver,Townhouse,1107109.01,3271.73,1012,2781,398,0.014,0.0264,104929.51
2023-05-01,Vancouver,Townhouse,1108302.4,4709.1,790,2629,519,-0.0013,0.0282,103775.89
2023-06-01,Vancouver,Townhouse,1135643.62,5515.86,1220,2685,634,0.0132,0.0256,105529.17
2023-07-01,Vancouver,Townhouse,1133322.8,5255.13,764,2624,521,0.0055,0.0269,105879.03
2023-08-01,Vancouver,Townhouse,1125919.82,5305.07,865,2768,354,-0.0036,0.0247,102204.26
2023-09-01,Vancouver,Townhouse,1127493.29,6487.94,498,2841,408,0.0011,0.0269,103963.98
2023-10-01,Vancouver,Townhouse,1141574.22,4955.19,455,3054,514,0.0011,0.0251,104185.31
2023-11-01,Vancouver,Townhouse,1142360.48,4879.76,837,3101,437,0.0051,0.0266,104120.56
2023-12-01,Vancouver,Townhouse,1143686.71,2317.05,964,3206,360,-0.0001,0.0233,103058.09
2024-01-01,Vancouver,Townhouse,1143552.6,6520.41,825,3163,679,0.0044,0.0301,107338.72
2024-02-01,Vancouver,Townhouse,1158907.13,5948.61,410,3089,623,-0.0034,0.0287,105856.67
2024-03-01,Vancouver,Townhouse,1175000.7,5696.12,635,3071,552,0.002,0.0285,106145.22
2024-04-01,Vancouver,Townhouse,1184392.2,5311.67,803,2658,280,0.0159,0.0273,109541.78
2024-05-01,Vancouver,Townhouse,1214747.46,5924.82,929,2576,615,0.0033,0.0276,108679.79
2024-06-01,Vancouver,Townhouse,1235867.4,5441.47,792,2522,437,0.0083,0.025,106341.49
2024-07-01,Vancouver,Townhouse,1238592.15,4850.51,640,2443,511,0.0109,0.0296,106168.91
2024-08-01,Vancouver,Townhouse,1282545.45,6018.52,672,2501,569,0.0037,0.0275,106754.38
2024-09-01,Vancouver,Townhouse,1302570.02,6805.05,1087,2391,414,0.0183,0.0275,106541.13
2024-10-01,Vancouver,Townhouse,1318421.73,6207.22,571,2361,630,-0.0064,0.0283,107987.99
2024-11-01,Vancouver,Townhouse,1272196.5,4110.8,819,2392,426,0.0016,0.0257,107171.97
2024-12-01,Vancouver,Townhouse,1287034.44,5793.88,646,2205,511,0.0063,0.0256,106662.53
2025-01-01,Vancouver,Townhouse,1277077.16,6260.37,832,2197,501,-0.0052,0.028,110109.14
2025-02-01,Vancouver,Townhouse,1285452.96,7163.47,606,2304,502,0.0128,0.0306,108222.53
2025-03-01,Vancouver,Townhouse,1279063.31,6524.46,1046,2400,507,-0.0002,0.0308,108827.83
2025-04-01,Vancouver,Townhouse,1307393.52,5097.63,963,2244,478,0.0003,0.0319,108949.12
2025-05-01,Vancouver,Townhouse,1306835.31,5029.4,817,2167,297,-0.0013,0.0259,108779.44
2025-06-01,Vancouver,Townhouse,1330077.8,6574.03,871,2127,367,0.0003,0.0277,110162.73
2025-07-01,Vancouver,Townhouse,1351358.87,5110.55,921,2064,699,0.008,0.0265,111422.46
2025-08-01,Vancouver,Townhouse,1368042.97,6988.29,765,1978,338,0.0036,0.0248,110671.69
2025-09-01,Vancouver,Townhouse,1366808.9,5832.41,1157,1696,664,0.0052,0.0259,108890.63
2025-10-01,Vancouver,Townhouse,1362006.01,5365.54,600,1405,510,0.0081,0.0286,108761.75
2025-11-01,Vancouver,Townhouse,1345925.03,5981.91,952,1320,437,-0.0103,0.0247,109573.35
2025-12-01,Vancouver,Townhouse,1374705.6,7103.0,574,1499,528,0.0089,0.0261,109750.8
2026-01-01,Vancouver,Townhouse,1414051.5,5567.04,1183,1085,544,0.0012,0.0261,112667.92
2026-02-01,Vancouver,Townhouse,1413470.29,6982.22,831,1354,618,-0.0028,0.0283,111584.66
2026-03-01,Vancouver,Townhouse,1388200.56,5665.14,1252,1349,572,-0.001,0.0278,110835.85
2026-04-01,Vancouver,Townhouse,1406784.79,5781.66,792,1479,342,0.0048,0.0286,112947.93
2026-05-01,Vancouver,Townhouse,1436465.75,6326.85,1301,1305,526,0.0043,0.0275,112828.92
2026-06-01,Vancouver,Townhouse,1454974.09,5097.44,874,1401,477,0.0043,0.0291,112653.74
2022-01-01,Calgary,Condo,411786.55,2264.55,460,3686,530,0.0097,0.0267,96097.2
2022-02-01,Calgary,Condo,410272.95,1739.72,483,3625,460,0.0006,0.024,98503.92
2022-03-01,Calgary,Condo,413045.79,1678.44,747,3810,662,-0.0017,0.0241,96319.72
2022-04-01,Calgary,Condo,410862.87,1712.92,743,3897,512,0.0027,0.0246,96813.96
2022-05-01,Calgary,Condo,416812.39,1793.79,543,3638,467,-0.0055,0.0243,96847.57
2022-06-01,Calgary,Condo,410750.78,1965.03,462,3716,466,-0.0018,0.028,96855.31
2022-07-01,Calgary,Condo,412109.08,2159.07,1199,4100,442,0.0094,0.0259,97348.61
2022-08-01,Calgary,Condo,411620.75,2360.96,1204,4103,355,0.0046,0.0226,98163.03
2022-09-01,Calgary,Condo,405446.86,1601.77,1218,3791,498,0.0063,0.0231,97930.82
2022-10-01,Calgary,Condo,429250.06,2072.24,901,3969,529,0.0034,0.0259,98260.26
2022-11-01,Calgary,Condo,425037.68,1756.08,918,3900,515,-0.0006,0.0282,96077.7
2022-12-01,Calgary,Condo,414549.57,1878.92,1105,3972,567,-0.0056,0.0287,96158.45
2023-01-01,Calgary,Condo,412553.83,1869.27,901,3992,526,-0.0027,0.0257,100641.63
2023-02-01,Calgary,Condo,425828.56,2282.6,968,4131,468,0.0151,0.0282,100634.82
2023-03-01,Calgary,Condo,423217.2,1911.83,1129,4204,272,0.0045,0.0254,99049.28
2023-04-01,Calgary,Condo,419250.58,1926.57,1438,4164,447,-0.0006,0.0294,101758.94
2023-05-01,Calgary,Condo,419796.69,2288.26,1013,3936,162,0.0011,0.0269,99182.54
2023-06-01,Calgary,Condo,423881.79,1901.57,941,4092,449,0.0063,0.0255,98497.23
2023-07-01,Calgary,Condo,426456.47,1656.58,938,4242,472,-0.0081,0.0262,99669.04
2023-08-01,Calgary,Condo,433629.36,1853.91,688,4214,162,0.0036,0.0254,98065.0
2023-09-01,Calgary,Condo,438234.73,1787.79,997,4306,429,0.0101,0.0258,98856.74
2023-10-01,Calgary,Condo,439356.38,1824.98,426,4244,571,0.0066,0.0256,97516.09
2023-11-01,Calgary,Condo,430692.53,1997.81,745,4136,541,-0.0008,0.029,98637.27
2023-12-01,Calgary,Condo,427403.6,2265.18,1011,3884,636,-0.0006,0.0276,98243.65
2024-01-01,Calgary,Condo,425463.29,2336.53,770,3712,636,0.0093,0.0267,101499.15
2024-02-01,Calgary,Condo,425495.47,2028.33,827,3745,262,-0.0056,0.0284,101722.96
2024-03-01,Calgary,Condo,425395.62,1964.87,819,3811,486,-0.013,0.0272,103262.58
2024-04-01,Calgary,Condo,420924.76,2377.83,562,3896,441,0.0149,0.0273,102755.75
2024-05-01,Calgary,Condo,414409.73,1923.17,607,4003,362,-0.0014,0.0281,101681.66
2024-06-01,Calgary,Condo,412263.43,1232.6,1067,3885,730,0.0111,0.0273,101837.13
2024-07-01,Calgary,Condo,401174.5,1635.44,720,3968,130,-0.015,0.0251,101355.74
2024-08-01,Calgary,Condo,397064.35,2107.21,841,3804,508,0.0033,0.0237,102496.12
2024-09-01,Calgary,Condo,396353.29,1599.55,558,3535,439,0.0042,0.025,100576.77
2024-10-01,Calgary,Condo,384085.36,1766.83,490,3837,420,-0.0057,0.0274,100807.11
2024-11-01,Calgary,Condo,394893.34,1741.27,842,3719,641,0.0056,0.0268,101576.86
2024-12-01,Calgary,Condo,397271.53,1946.85,1252,3921,541,0.0007,0.0252,102504.67
2025-01-01,Calgary,Condo,391199.66,1822.45,432,4015,526,-0.0023,0.0305,104858.63
2025-02-01,Calgary,Condo,390648.79,1670.96,535,3739,691,-0.0003,0.0281,106214.39
2025-03-01,Calgary,Condo,391902.86,1791.16,404,3539,472,0.0075,0.0286,103778.29
2025-04-01,Calgary,Condo,400034.45,1207.78,754,3376,380,0.0021,0.0289,104766.0
2025-05-01,Calgary,Condo,399216.03,1756.58,1109,3213,413,0.006,0.0234,105453.13
2025-06-01,Calgary,Condo,388401.18,1560.88,499,3246,278,0.0051,0.0261,104743.73
2025-07-01,Calgary,Condo,386604.29,1693.5,1025,3019,466,-0.0059,0.0268,104263.81
2025-08-01,Calgary,Condo,394757.98,1760.52,820,2867,356,-0.0081,0.0285,106240.49
2025-09-01,Calgary,Condo,400737.07,1668.79,764,2929,704,-0.0024,0.0269,103514.33
2025-10-01,Calgary,Condo,397907.45,1446.94,1148,2866,548,-0.0001,0.0295,103882.23
2025-11-01,Calgary,Condo,402935.96,1689.4,683,2800,343,-0.0022,0.0272,103616.94
2025-12-01,Calgary,Condo,396651.18,1742.67,788,2511,439,0.0075,0.0302,105517.59
2026-01-01,Calgary,Condo,401206.95,1445.42,968,2267,411,0.0124,0.03,106606.14
2026-02-01,Calgary,Condo,401371.19,2205.02,939,2001,517,0.01,0.0327,107730.11
2026-03-01,Calgary,Condo,420985.33,1613.08,791,1970,731,0.0064,0.0293,107040.96
2026-04-01,Calgary,Condo,425857.1,1588.15,769,1908,445,-0.0008,0.0314,105168.77
2026-05-01,Calgary,Condo,428180.02,2026.66,771,1807,566,0.0007,0.0277,107596.35
2026-06-01,Calgary,Condo,432629.38,1832.4,857,1776,478,0.0018,0.0248,107690.16
2022-01-01,Calgary,Detached,700843.16,2981.36,303,1285,319,-0.0003,0.0276,96802.36
2022-02-01,Calgary,Detached,716178.04,3318.02,886,1581,526,0.0031,0.024,97600.05
2022-03-01,Calgary,Detached,722115.06,3672.58,713,1700,656,0.0052,0.0227,98313.75
2022-04-01,Calgary,Detached,722394.63,3156.38,995,1619,442,0.0051,0.0239,96586.91
2022-05-01,Calgary,Detached,735238.01,3778.65,691,1353,504,0.0048,0.024,96451.4
2022-06-01,Calgary,Detached,740147.88,3672.47,1139,1025,316,0.0064,0.0255,95868.66
2022-07-01,Calgary,Detached,748845.18,4589.03,821,1129,679,0.0113,0.0237,97352.19
2022-08-01,Calgary,Detached,767037.43,3924.06,808,1187,523,0.0079,0.0264,97504.39
2022-09-01,Calgary,Detached,761323.69,3336.31,867,869,348,0.0011,0.0264,95619.42
2022-10-01,Calgary,Detached,766446.07,3881.76,1130,1039,575,-0.0049,0.0269,97297.34
2022-11-01,Calgary,Detached,776555.09,3325.88,1127,1158,476,0.0098,0.022,97833.7
2022-12-01,Calgary,Detached,760367.11,2067.75,795,1198,677,0.0011,0.0228,97456.86
2023-01-01,Calgary,Detached,772110.83,3468.36,1016,1220,425,0.0121,0.0214,98507.38
2023-02-01,Calgary,Detached,779872.46,3807.27,343,1492,557,0.0087,0.0279,101311.15
2023-03-01,Calgary,Detached,791002.15,2591.86,1021,1410,663,0.01,0.0258,97919.02
2023-04-01,Calgary,Detached,816728.93,3485.8,1159,1419,356,0.0033,0.0288,102326.46
2023-05-01,Calgary,Detached,818775.49,3989.54,454,1489,542,0.0049,0.0255,99136.52
2023-06-01,Calgary,Detached,795846.08,3838.61,587,1626,404,-0.0142,0.0207,99277.64
